id,Neighborhood,YearBuilt,Price
30282,Rural,2010,266074.993
30283,Suburb,2019,277649.4805
30284,Urban,1997,331380.0716
30285,Urban,1970,208976.2648
30286,Rural,2009,194145.4061
30287,Suburb,1993,238336.471
30288,Urban,1989,205073.0269
30289,Rural,1995,186935.9104
30290,Rural,1964,317204.408
30291,Rural,1972,203138.2519
30292,Suburb,1981,227979.9265
30293,Urban,1991,225964.3509
30294,Urban,2001,275719.9872
30295,Rural,2011,142139.6342
30296,Rural,1999,240348.0898
30297,Urban,2017,281725.9885
30298,Rural,1989,235164.1178
30299,Rural,1974,233752.7159
30300,Suburb,1969,321629.9922
30301,Urban,1973,172970.6054
30302,Suburb,1972,107851.0713
30303,Rural,1994,190772.2727
30304,Rural,1955,345629.169
30305,Urban,2018,378549.9358
30306,Suburb,2014,345745.1078
30307,Rural,2021,243118.433
30308,Urban,1991,338560.6018
30309,Rural,2008,316389.5836
30310,Suburb,1958,190647.2673
30311,Suburb,1966,298350.5841
30312,Urban,2019,346524.0049
30313,Urban,1993,273628.2317
30314,Rural,1955,262954.2009
30315,Suburb,1950,213271.535
30316,Rural,1973,375201.0278
30317,Suburb,1957,202335.2405
30318,Suburb,1979,245352.9178
30319,Rural,1993,184703.4074
30320,Rural,1951,205119.555
30321,Rural,1957,210238.6736
30322,Suburb,1951,226428.0314
30323,Suburb,1972,279372.2314
30324,Urban,1966,214240.0014
30325,Suburb,1959,301326.7081
30326,Urban,1966,239619.4534
30327,Suburb,2018,128306.6396
30328,Urban,2009,345523.9363
30329,Suburb,1990,287325.9704
30330,Rural,1955,286775.098
30331,Rural,1973,252197.9055
30332,Rural,1955,230499.3783
30333,Urban,2014,245403.7132
30334,Urban,1977,238004.0325
30335,Rural,1982,177980.1789
30336,Rural,1990,288586.7216
30337,Suburb,1984,153261.9023
30338,Urban,1955,166787.7994
30339,Urban,2009,308704.9627
30340,Urban,2010,272188.2905
30341,Suburb,1969,128664.0199
30342,Urban,1957,267234.1262
30343,Urban,2002,237688.8912
30344,Rural,2000,228234.8071
30345,Rural,2012,252405.7228
30346,Urban,1992,252865.3427
30347,Rural,1969,206541.6104
30348,Suburb,1956,261575.2522
30349,Rural,1965,203065.4287
30350,Urban,2007,212616.0065
30351,Urban,2005,276428.7397
30352,Rural,1970,160233.6702
30353,Rural,1960,103705.6371
30354,Rural,1993,220267.113
30355,Rural,1955,238925.0873
30356,Urban,1972,261909.6002
30357,Rural,1974,141822.1916
30358,Urban,2013,193391.3256
30359,Urban,1996,167580.6809
30360,Urban,2003,125100.248
30361,Rural,2002,164837.0453
30362,Rural,1954,188029.8335
30363,Urban,1961,141004.0783
30364,Rural,1969,277493.6223
30365,Rural,2018,162868.8615
30366,Rural,1999,213611.0887
30367,Rural,1973,212700.2881
30368,Rural,1959,71523.98389
30369,Suburb,2010,435348.0419
30370,Suburb,1962,309435.2778
30371,Suburb,2010,220279.4196
30372,Rural,1968,259211.3198
30373,Rural,2004,206470.1557
30374,Suburb,1971,248698.6051
30375,Suburb,2015,254459.3875
30376,Suburb,1950,164942.0436
30377,Urban,2016,324813.9299
30378,Rural,2009,279649.7704
30379,Urban,2001,124791.9959
30380,Suburb,2010,248306.8136
30381,Urban,1974,268697.9863
30382,Suburb,1972,395695.6081
30383,Urban,1955,213086.9077
30384,Rural,1994,313841.7703
30385,Urban,1998,232780.5508
30386,Rural,1986,188811.689
30387,Suburb,1967,257177.8343
30388,Urban,1999,305584.3936
30389,Rural,2004,254654.6408
30390,Rural,1953,155324.5144
30391,Rural,1981,147117.9051
30392,Urban,1964,166975.4276
30393,Suburb,1997,168855.9642
30394,Rural,2005,178311.1446
30395,Rural,1995,258700.1312
30396,Urban,1975,300944.8602
30397,Rural,1960,64711.5535
30398,Rural,1964,314619.5689
30399,Urban,2015,293303.0731
30400,Suburb,1958,182593.0236
30401,Urban,1980,188334.441
30402,Urban,1986,200236.0453
30403,Urban,1988,344426.4896
30404,Urban,1998,157924.9381
30405,Rural,2020,153219.0664
30406,Suburb,2012,179198.6875
30407,Rural,2020,214298.2382
30408,Suburb,2000,82558.31491
30409,Rural,1961,261609.2806
30410,Rural,2007,226490.6803
30411,Urban,2017,264275.5662
30412,Urban,1989,264133.9447
30413,Rural,2000,210969.5727
30414,Urban,1967,238357.1045
30415,Suburb,1963,278381.5012
30416,Urban,1988,373129.4432
30417,Rural,1978,183170.5606
30418,Rural,2003,238880.4021
30419,Rural,1980,141395.529
30420,Rural,2015,271411.9291
30421,Suburb,1961,58331.83301
30422,Rural,2018,174883.4938
30423,Urban,1993,179559.8906
30424,Rural,1978,115183.4305
30425,Rural,1956,242810.5457
30426,Urban,2000,237107.7492
30427,Suburb,1964,279720.006
30428,Urban,2013,385635.5986
30429,Suburb,1982,50641.6089
30430,Rural,1977,288247.0293
30431,Suburb,2017,361712.6715
30432,Rural,2004,401551.4426
30433,Suburb,1956,211817.9345
30434,Rural,2004,204159.6521
30435,Urban,2003,275042.0768
30436,Rural,2011,247556.7185
30437,Rural,1995,198029.6688
30438,Rural,1973,204372.3411
30439,Rural,2005,58263.07468
30440,Suburb,2020,155129.5094
30441,Suburb,1961,227108.8013
30442,Urban,1981,222562.4847
30443,Suburb,1968,192823.5882
30444,Urban,1993,160923.445
30445,Rural,1977,280186.205
30446,Suburb,1973,248301.0284
30447,Urban,1969,142462.0848
30448,Rural,1963,273461.7341
30449,Urban,1952,195394.9751
30450,Urban,1997,214810.0193
30451,Urban,1964,277254.304
30452,Suburb,1975,186411.3778
30453,Suburb,1958,250054.5889
30454,Urban,1982,215423.1655
30455,Urban,2008,232478.6744
30456,Urban,1952,57663.62601
30457,Urban,1972,149356.8293
30458,Urban,1955,105068.1979
30459,Suburb,2021,199752.6832
30460,Urban,1996,186597.4944
30461,Urban,1992,162796.5143
30462,Urban,1998,222765.6207
30463,Urban,1966,347227.8412
30464,Rural,1961,164136.693
30465,Urban,1971,162266.1932
30466,Rural,1960,331482.1024
30467,Rural,1971,136119.6756
30468,Urban,1953,193809.9936
30469,Urban,1964,158884.781
30470,Rural,1992,321734.6472
30471,Urban,1990,214727.5374
30472,Rural,1971,206531.1285
30473,Rural,2017,227767.5253
30474,Suburb,1992,177764.4779
30475,Urban,1999,173458.9615
30476,Rural,1997,303606.8628
30477,Rural,2003,211944.1587
30478,Urban,1956,142183.8819
30479,Rural,2009,244092.8248
30480,Urban,1972,247997.5808
30481,Suburb,1990,60315.54185
30482,Urban,2010,185825.4168
30483,Suburb,1960,202156.1947
30484,Urban,2015,275221.8198
30485,Suburb,1991,282166.5697
30486,Rural,1964,296077.094
30487,Suburb,1968,146863.2424
30488,Urban,1995,98804.64277
30489,Rural,1966,201145.5782
30490,Rural,2015,269905.384
30491,Urban,1955,230336.0517
30492,Urban,1971,146441.1279
30493,Rural,1968,165871.9614
30494,Rural,1990,254469.0112
30495,Urban,1980,266018.6867
30496,Rural,1953,276358.4231
30497,Rural,2011,135206.3748
30498,Urban,1963,87322.33323
30499,Suburb,2002,239587.9892
30500,Urban,1987,289330.5979
30501,Rural,2009,300687.5923
30502,Rural,1954,182788.7254
30503,Rural,1958,106588.0572
30504,Rural,1953,225800.2179
30505,Rural,2003,277569.4184
30506,Rural,2006,139828.4792
30507,Suburb,1957,259939.7277
30508,Rural,1963,163236.2368
30509,Urban,1977,237398.4622
30510,Suburb,1996,340761.5536
30511,Rural,2002,156544.8841
30512,Urban,2016,286693.463
30513,Suburb,2015,263959.1379
30514,Urban,1954,181519.5566
30515,Rural,1958,314637.1934
30516,Urban,2018,185499.6162
30517,Suburb,1965,368073.7142
30518,Urban,1973,136223.1065
30519,Urban,2007,244558.0873
30520,Rural,1965,301903.5575
30521,Urban,1981,273748.0692
30522,Suburb,2002,288745.6298
30523,Suburb,1983,230931.5098
30524,Rural,1954,245351.9606
30525,Rural,2004,200651.5405
30526,Urban,1996,232977.3383
30527,Suburb,1971,220831.2091
30528,Rural,1984,341312.2516
30529,Suburb,1999,184728.9163
30530,Urban,1996,270484.9814
30531,Rural,1960,292061.6076
30532,Suburb,1967,248754.6281
30533,Suburb,1968,148242.7855
30534,Suburb,2007,116807.3839
30535,Urban,1971,227278.9732
30536,Suburb,1956,202284.3082
30537,Rural,1976,155511.1544
30538,Urban,1951,175031.2513
30539,Urban,1969,197507.8447
30540,Rural,1970,174155.4733
30541,Rural,1991,193378.4012
30542,Urban,1980,137118.7519
30543,Suburb,2012,276528.2636
30544,Urban,1953,285669.057
30545,Rural,1958,326405.5712
30546,Urban,1985,297974.8344
30547,Rural,1962,198487.8889
30548,Urban,2005,224046.3637
30549,Rural,1954,220216.2712
30550,Urban,1964,299562.8591
30551,Suburb,2011,111297.4962
30552,Rural,1952,255922.849
30553,Rural,2001,231179.2177
30554,Suburb,1973,207442.6623
30555,Suburb,1969,258169.024
30556,Suburb,1959,197065.9478
30557,Suburb,2013,291321.4775
30558,Suburb,1976,238341.4334
30559,Suburb,1998,280091.3366
30560,Urban,2001,166628.0055
30561,Urban,1967,211524.3092
30562,Urban,1998,247872.3812
30563,Rural,2009,222559.7553
30564,Rural,2003,202186.1519
30565,Suburb,2008,245965.8956
30566,Rural,2019,155905.6813
30567,Urban,2019,326385.7153
30568,Urban,1952,310949.6677
30569,Rural,1985,215938.1701
30570,Urban,1965,274799.5621
30571,Urban,1968,243140.8407
30572,Rural,2010,166064.5923
30573,Urban,1966,170741.596
30574,Urban,1985,273227.4095
30575,Rural,1997,313391.7198
30576,Rural,1976,273299.7558
30577,Rural,1998,334959.7072
30578,Suburb,2006,231317.7406
30579,Urban,1975,151750.5368
30580,Urban,1955,189550.5288
30581,Urban,2000,312940.1066
30582,Rural,2014,258177.1999
30583,Urban,1986,241284.845
30584,Suburb,1991,196371.387
30585,Urban,1984,168605.8885
30586,Urban,1980,204443.9034
30587,Urban,1981,149004.2986
30588,Rural,1981,115117.4257
30589,Rural,1987,337919.3196
30590,Rural,2013,338552.0036
30591,Rural,1999,310393.0005
30592,Rural,1970,256241.8438
30593,Suburb,1985,98046.86798
30594,Urban,1950,210545.8214
30595,Suburb,1969,429222.794
30596,Rural,1992,315941.3774
30597,Suburb,1971,261652.6991
30598,Urban,1950,236703.7407
30599,Rural,1974,251259.2988
30600,Rural,1968,188001.3064
30601,Urban,2009,401419.7172
30602,Rural,1959,300976.8729
30603,Suburb,1997,360842.8184
30604,Urban,1994,41024.23273
30605,Rural,1956,102043.8641
30606,Rural,1967,183081.7132
30607,Urban,2008,304053.9001
30608,Rural,1999,165140.0317
30609,Suburb,1967,358313.138
30610,Rural,1957,171270.0661
30611,Urban,1986,260663.7847
30612,Rural,2002,345395.1752
30613,Rural,1984,326459.4994
30614,Rural,1965,155607.6845
30615,Urban,1998,125345.7451
30616,Rural,2011,291210.6457
30617,Rural,1952,391874.2244
30618,Suburb,1980,216108.3718
30619,Suburb,1972,165299.2087
30620,Urban,1997,189571.4822
30621,Suburb,1971,281645.3729
30622,Urban,1987,158897.2821
30623,Urban,1978,139401.8588
30624,Rural,2018,146543.5001
30625,Suburb,1969,196739.5716
30626,Suburb,2009,301960.5367
30627,Suburb,1967,347705.4955
30628,Suburb,2021,326360.0596
30629,Suburb,1982,241367.5174
30630,Rural,2011,336368.9488
30631,Suburb,1971,221288.7626
30632,Rural,1969,83815.25392
30633,Rural,2007,276754.5021
30634,Suburb,1985,247333.4575
30635,Urban,1958,89595.50282
30636,Urban,1970,294025.9835
30637,Suburb,1977,184789.1674
30638,Urban,1964,211164.6621
30639,Urban,1993,283000.1017
30640,Rural,1980,343161.6441
30641,Suburb,1982,153111.6029
30642,Suburb,1977,351860.1636
30643,Rural,1972,60072.30795
30644,Suburb,2005,274684.5824
30645,Rural,1989,232935.4694
30646,Urban,1971,240926.0825
30647,Urban,2007,274503.3694
30648,Rural,2013,283884.8531
30649,Suburb,1972,154709.7829
30650,Suburb,1950,113430.7007
30651,Urban,1978,257161.5174
30652,Suburb,1996,258483.1009
30653,Rural,1993,200604.3977
30654,Suburb,2003,149639.9976
30655,Rural,1981,313601.7044
30656,Urban,2008,226952.4155
30657,Suburb,1979,56583.91761
30658,Urban,2020,190056.4485
30659,Urban,1978,131253.5215
30660,Suburb,1993,247112.2785
30661,Urban,1987,173527.9639
30662,Urban,1982,241208.5307
30663,Rural,1989,313006.081
30664,Urban,1962,211758.1994
30665,Suburb,1951,245613.6723
30666,Suburb,1992,177042.8847
30667,Urban,2014,260967.4812
30668,Rural,1983,336965.7527
30669,Urban,2007,170862.1125
30670,Urban,1969,296775.9965
30671,Urban,1950,152769.3393
30672,Rural,1990,131521.3797
30673,Rural,1975,231403.49
30674,Rural,2011,234658.2257
30675,Suburb,1989,174565.6224
30676,Urban,1967,260566.51
30677,Rural,1978,180222.72
30678,Suburb,1991,284441.2741
30679,Urban,1975,190546.4118
30680,Urban,1962,277001.5905
30681,Rural,2008,174437.3196
30682,Rural,1998,231519.0455
30683,Rural,1982,188932.2998
30684,Rural,1956,389876.427
30685,Rural,1975,293423.8941
30686,Suburb,1999,160554.0951
30687,Suburb,1968,303950.7809
30688,Urban,2015,216749.8955
30689,Rural,1997,197906.8118
30690,Urban,1971,217457.874
30691,Rural,1973,162926.8966
30692,Suburb,1982,291060.1175
30693,Urban,2015,197634.2371
30694,Suburb,2020,195193.8611
30695,Urban,1979,218551.6427
30696,Rural,1985,40212.53249
30697,Urban,1956,175722.6504
30698,Urban,1973,197390.8107
30699,Urban,1992,190326.4117
30700,Urban,1992,112365.6298
30701,Suburb,2010,265207.9818
30702,Suburb,1953,176710.608
30703,Rural,2005,283871.079
30704,Urban,1952,225040.9458
30705,Suburb,1966,250500.4122
30706,Rural,1958,158231.6134
30707,Suburb,2005,247611.1412
30708,Suburb,2004,89213.50812
30709,Suburb,1970,222787.7772
30710,Rural,1988,222997.8647
30711,Urban,1986,266880.1633
30712,Suburb,1991,388903.4941
30713,Urban,2008,192427.3735
30714,Urban,1971,178132.3155
30715,Suburb,2019,150716.0698
30716,Urban,1989,319645.5377
30717,Urban,1958,264884.7498
30718,Urban,1993,228377.8441
30719,Rural,1976,250369.4704
30720,Rural,2006,268829.5843
30721,Suburb,2005,309601.718
30722,Suburb,1999,205684.6097
30723,Suburb,1990,195480.9936
30724,Suburb,2006,223765.8951
30725,Suburb,1961,308458.9806
30726,Rural,1974,274869.7413
30727,Suburb,2007,190418.7483
30728,Suburb,1989,233632.537
30729,Suburb,1983,222073.2792
30730,Rural,1975,336905.9811
30731,Urban,1983,241789.1643
30732,Suburb,1960,145464.593
30733,Rural,1985,181359.3332
30734,Urban,2015,101003.4408
30735,Rural,1998,117211.6956
30736,Urban,1982,165986.5414
30737,Rural,1985,247240.4431
30738,Suburb,1995,325306.5588
30739,Urban,2013,316821.1453
30740,Rural,1997,312334.8401
30741,Urban,1997,244522.7383
30742,Suburb,1971,197917.9387
30743,Suburb,1960,279476.3121
30744,Rural,1950,113110.5879
30745,Suburb,1969,251797.8895
30746,Rural,1956,257503.3874
30747,Suburb,2002,217988.5099
30748,Rural,1969,282435.1786
30749,Suburb,1968,235231.7151
30750,Urban,2016,324205.7479
30751,Urban,1954,189681.5884
30752,Suburb,1955,220501.1159
30753,Urban,2003,152748.991
30754,Urban,1970,187000.9925
30755,Rural,1998,17546.40486
30756,Suburb,1957,99434.26261
30757,Suburb,2000,238163.2894
30758,Rural,1991,209239.7117
30759,Urban,2005,216704.2378
30760,Urban,2018,241518.5032
30761,Rural,1991,215656.8045
30762,Rural,1978,192701.4479
30763,Urban,1997,172262.066
30764,Suburb,1986,244147.8172
30765,Rural,1993,157200.2496
30766,Suburb,1952,227359.9879
30767,Urban,1976,154801.1442
30768,Urban,1971,365776.4392
30769,Rural,2019,350533.808
30770,Urban,1968,132566.659
30771,Suburb,2017,146300.882
30772,Rural,1997,396025.2379
30773,Rural,1967,362290.6101
30774,Urban,1977,253697.2555
30775,Suburb,1991,119804.4311
30776,Urban,1961,186579.5426
30777,Suburb,2015,259310.2143
30778,Suburb,1969,345689.0366
30779,Rural,1988,164358.4353
30780,Urban,2013,334186.1984
30781,Urban,2001,94113.8804
30782,Rural,2010,230455.9619
30783,Urban,1983,289696.2411
30784,Suburb,1951,165320.3973
30785,Suburb,1983,398939.7358
30786,Urban,1968,129794.8589
30787,Rural,2009,292489.8524
30788,Suburb,1981,347830.3693
30789,Urban,1999,98202.39245
30790,Urban,1978,284712.6723
30791,Suburb,1985,266437.153
30792,Suburb,1951,237285.9207
30793,Urban,1993,198944.0899
30794,Suburb,1987,55807.6717
30795,Rural,1988,171168.0625
30796,Suburb,2014,97894.49313
30797,Rural,1973,155328.6598
30798,Rural,1958,82951.51532
30799,Suburb,1971,231606.9719
30800,Rural,1961,164756.1968
30801,Urban,1955,160581.1696
30802,Urban,1968,202976.1689
30803,Urban,1958,186972.8821
30804,Urban,1979,300465.46
30805,Urban,2012,134708.2732
30806,Suburb,2010,226922.7414
30807,Urban,1985,258310.5478
30808,Suburb,2000,311431.1057
30809,Urban,1979,307983.3536
30810,Urban,1983,272755.1503
30811,Rural,1967,193373.6062
30812,Rural,1952,245000.8325
30813,Urban,2016,178015.7278
30814,Rural,1974,138289.442
30815,Rural,1961,299797.1246
30816,Suburb,1993,212962.8998
30817,Urban,1970,200659.7724
30818,Suburb,1991,172611.8937
30819,Rural,1973,211909.948
30820,Rural,1962,179076.4684
30821,Suburb,1961,218366.5078
30822,Suburb,1999,109976.4342
30823,Rural,1969,265000.3599
30824,Rural,1981,272882.7005
30825,Urban,1980,305286.266
30826,Rural,1963,201489.8186
30827,Suburb,1994,238345.861
30828,Suburb,1981,380648.2746
30829,Suburb,1972,232711.9476
30830,Suburb,2012,305626.3076
30831,Rural,1989,174945.0315
30832,Suburb,1968,284962.7339
30833,Rural,1962,263399.2714
30834,Rural,1957,155446.1391
30835,Urban,1953,188818.704
30836,Urban,1980,313542.2263
30837,Suburb,1951,261337.4685
30838,Urban,1979,258411.8088
30839,Urban,2011,190199.7349
30840,Rural,1977,235468.7284
30841,Rural,1968,82018.04558
30842,Urban,2002,142839.538
30843,Urban,1991,121789.6959
30844,Urban,1979,231289.5281
30845,Urban,1982,143979.5387
30846,Urban,2016,173532.1994
30847,Urban,1970,215653.6057
30848,Suburb,1990,233268.9583
30849,Urban,2012,148845.9975
30850,Rural,2014,183931.6089
30851,Rural,1964,335862.2032
30852,Suburb,1952,118576.4393
30853,Urban,2000,259273.1216
30854,Suburb,2018,259535.4905
30855,Suburb,1980,93267.50451
30856,Urban,2010,266306.9432
30857,Rural,1954,319302.0489
30858,Suburb,2012,274779.918
30859,Suburb,1989,165437.2888
30860,Suburb,1968,80383.33229
30861,Suburb,2006,212209.0992
30862,Suburb,1977,301602.4292
30863,Rural,1961,298944.4198
30864,Urban,1968,163084.1338
30865,Rural,2016,227857.7165
30866,Rural,1953,195682.628
30867,Urban,2003,268385.6854
30868,Suburb,1998,118555.6504
30869,Urban,1995,254293.4961
30870,Suburb,1952,276119.9376
30871,Urban,1988,216977.4627
30872,Rural,1991,44486.20145
30873,Urban,1952,205878.0316
30874,Rural,2000,252042.3334
30875,Urban,1979,190792.9042
30876,Urban,1975,109477.0634
30877,Suburb,2014,406608.5139
30878,Urban,1965,176761.2962
30879,Suburb,1968,342359.6148
30880,Rural,1954,142009.8298
30881,Suburb,2004,358907.8783
30882,Suburb,1971,299462.0704
30883,Suburb,1975,126005.0797
30884,Urban,2005,249657.5051
30885,Urban,1970,155088.2843
30886,Rural,1998,174770.1961
30887,Rural,1958,122457.9474
30888,Rural,1980,183292.2597
30889,Rural,1994,246841.9385
30890,Rural,2012,264884.7748
30891,Rural,1952,308306.6
30892,Urban,1974,190670.688
30893,Urban,1987,79640.07878
30894,Urban,1977,374155.9214
30895,Urban,1980,298965.724
30896,Rural,1972,260184.2001
30897,Suburb,2001,274657.6798
30898,Urban,1968,305330.8398
30899,Urban,2015,254927.2361
30900,Rural,2011,393848.0342
30901,Rural,1958,204350.4568
30902,Urban,2010,364599.1716
30903,Rural,1970,136894.8236
30904,Rural,1952,155729.4903
30905,Rural,1972,225774.5789
30906,Rural,1973,150503.0602
30907,Rural,2002,176143.8751
30908,Urban,1966,266200.9874
30909,Rural,2015,78596.64923
30910,Suburb,1983,229673.4613
30911,Suburb,2003,251184.2258
30912,Rural,1997,266812.4588
30913,Suburb,1980,427219.2398
30914,Suburb,1970,153786.7342
30915,Rural,1960,201383.1325
30916,Urban,1990,311233.5965
30917,Urban,2018,265502.5453
30918,Urban,1959,237022.1666
30919,Rural,1987,87844.96001
30920,Suburb,1972,226668.3136
30921,Urban,1965,172882.6735
30922,Suburb,1961,151764.914
30923,Rural,1999,179911.9705
30924,Urban,1965,221691.7169
30925,Urban,1970,185594.8206
30926,Suburb,1950,260111.7366
30927,Suburb,1987,250330.3989
30928,Urban,2013,142303.4787
30929,Urban,1993,204403.6169
30930,Suburb,2001,288554.1948
30931,Suburb,1985,325466.566
30932,Rural,1982,326434.4818
30933,Urban,1969,330503.178
30934,Suburb,1982,186147.8006
30935,Suburb,1977,228394.1733
30936,Suburb,1979,250764.6941
30937,Urban,1969,88405.85232
30938,Suburb,1955,298684.5143
30939,Urban,2010,273728.5312
30940,Rural,1960,244093.631
30941,Urban,1972,174077.4342
30942,Suburb,2018,333850.1445
30943,Rural,1968,309611.4702
30944,Suburb,1984,319260.4442
30945,Urban,2020,242480.1804
30946,Rural,1983,195703.2308
30947,Rural,1970,299521.901
30948,Urban,2014,76557.98812
30949,Rural,1982,299681.0709
30950,Urban,1988,238206.7805
30951,Rural,1951,245318.806
30952,Suburb,1993,186701.715
30953,Rural,1965,325672.5508
30954,Urban,2008,284171.7568
30955,Rural,1950,395460.7967
30956,Urban,1988,449584.8573
30957,Urban,2003,275259.3821
30958,Suburb,1982,159168.1216
30959,Urban,1990,243957.0484
30960,Urban,1983,184603.6887
30961,Urban,1971,228623.4391
30962,Urban,1966,340171.598
