id,SquareFeet,Bedrooms,Bathrooms
30338,1165,2,1
30339,1667,5,3
30340,2031,4,3
30341,1713,5,3
30342,2240,2,2
30343,1430,5,3
30344,2315,3,1
30345,1892,2,3
30346,2073,2,3
30347,1106,5,1
30348,2032,5,1
30349,1744,4,2
30350,1699,5,2
30351,2479,3,1
30352,1322,4,3
30353,1308,4,3
30354,1849,2,1
30355,1621,3,2
30356,1994,3,1
30357,1144,4,3
30358,1739,4,3
30359,1820,2,2
30360,1411,5,2
30361,1113,3,2
30362,1574,3,1
30363,1398,2,2
30364,2298,4,1
30365,1123,3,1
30366,1085,2,1
30367,2605,4,2
30368,1046,2,1
30369,2734,3,2
30370,2899,4,1
30371,1943,2,1
30372,2224,2,2
30373,2299,2,1
30374,2572,3,3
30375,2738,3,1
30376,2153,5,2
30377,2471,3,3
30378,1803,2,2
30379,1388,3,1
30380,1575,2,2
30381,2286,2,1
30382,2989,2,3
30383,1631,4,2
30384,2301,5,3
30385,1713,5,3
30386,2069,2,1
30387,2191,3,2
30388,2468,5,2
30389,1621,2,2
30390,1045,3,3
30391,1723,4,1
30392,1539,4,3
30393,1086,2,2
30394,1802,3,1
30395,2408,4,1
30396,2692,4,1
30397,1264,4,1
30398,2800,3,1
30399,2045,2,2
30400,2791,2,2
30401,1702,4,2
30402,2473,2,2
30403,2999,5,3
30404,1231,4,1
30405,1185,3,1
30406,1325,2,2
30407,2206,3,2
30408,1396,2,1
30409,2504,3,3
30410,2426,3,3
30411,2486,2,1
30412,2440,4,2
30413,2225,4,1
30414,2088,3,2
30415,1955,5,1
30416,2931,3,1
30417,1554,5,2
30418,1732,4,1
30419,2040,5,1
30420,2859,2,3
30421,1796,5,3
30422,2206,2,2
30423,1390,3,1
30424,1043,5,3
30425,2996,2,2
30426,1900,3,3
30427,2723,5,3
30428,2925,5,1
30429,1481,2,3
30430,2286,3,3
30431,2197,2,1
30432,2464,5,2
30433,1565,3,1
30434,1219,4,1
30435,2581,4,2
30436,2417,4,3
30437,1771,5,1
30438,2218,4,1
30439,1408,5,1
30440,1470,3,2
30441,2370,2,1
30442,2485,5,1
30443,2084,3,2
30444,1165,3,3
30445,1671,3,1
30446,2174,2,3
30447,1110,5,2
30448,2511,3,3
30449,1548,4,2
30450,2026,4,2
30451,2506,3,3
30452,2036,4,3
30453,2185,4,1
30454,1343,5,2
30455,2472,2,3
30456,1331,5,1
30457,1263,3,2
30458,1082,3,1
30459,1776,4,1
30460,1923,5,2
30461,1333,3,1
30462,2403,3,3
30463,2242,4,1
30464,1657,4,1
30465,2833,3,2
30466,2832,5,3
30467,1453,2,3
30468,1672,5,3
30469,1740,4,3
30470,2769,3,1
30471,2112,4,3
30472,1332,3,3
30473,1309,3,2
30474,1726,2,3
30475,2443,4,2
30476,2632,2,3
30477,2748,5,1
30478,1353,4,3
30479,1823,2,2
30480,2123,4,3
30481,1144,2,1
30482,2033,2,2
30483,2067,4,1
30484,2786,5,3
30485,2409,2,3
30486,2762,2,2
30487,1909,4,1
30488,1760,5,1
30489,1494,4,2
30490,2516,3,3
30491,2192,4,3
30492,1641,3,1
30493,1530,2,2
30494,2359,5,1
30495,2770,5,3
30496,2880,4,3
30497,1512,3,1
30498,1129,4,3
30499,2007,5,3
30500,2562,3,2
30501,2537,5,2
30502,2273,3,2
30503,1733,4,3
30504,1946,2,2
30505,2161,2,1
30506,2298,3,3
30507,2001,3,1
30508,1463,2,3
30509,1140,4,1
30510,2967,4,2
30511,2279,5,3
30512,1881,5,3
30513,2847,2,1
30514,1455,2,3
30515,2975,2,1
30516,1433,3,2
30517,2630,5,1
30518,1172,2,1
30519,1472,2,3
30520,2978,5,2
30521,2446,2,2
30522,2019,2,2
30523,1916,4,2
30524,1438,5,3
30525,2015,4,3
30526,2080,5,3
30527,1497,2,2
30528,2637,3,1
30529,1168,3,2
30530,1988,4,2
30531,2605,3,2
30532,2873,3,1
30533,1560,4,1
30534,1427,2,3
30535,1418,5,2
30536,2370,2,2
30537,2540,4,2
30538,1454,2,2
30539,1713,2,3
30540,1201,4,1
30541,1178,4,3
30542,1056,4,3
30543,2721,3,3
30544,2627,4,1
30545,2827,4,3
30546,2929,4,2
30547,1945,4,3
30548,1500,2,2
30549,1738,4,3
30550,2956,5,3
30551,1111,4,2
30552,2171,5,2
30553,2804,5,2
30554,1714,3,2
30555,2401,3,2
30556,1876,2,1
30557,2938,4,1
30558,2371,4,1
30559,2381,5,3
30560,2079,4,1
30561,1812,5,2
30562,2339,3,1
30563,1963,2,1
30564,2208,3,3
30565,2077,4,2
30566,1036,5,3
30567,2746,3,1
30568,2828,4,1
30569,2012,5,3
30570,2293,4,3
30571,1862,4,2
30572,1731,2,1
30573,2531,3,2
30574,2251,4,1
30575,2451,4,1
30576,2893,2,3
30577,2746,2,1
30578,1809,5,1
30579,2024,4,2
30580,1022,4,1
30581,2526,4,1
30582,2471,4,1
30583,1795,2,1
30584,1495,3,3
30585,1899,2,1
30586,1424,5,1
30587,1699,2,3
30588,1017,3,1
30589,2982,4,3
30590,2468,5,2
30591,2584,5,1
30592,2582,4,3
30593,1626,3,2
30594,2062,2,1
30595,2752,4,2
30596,2233,3,1
30597,2797,3,3
30598,1210,3,3
30599,1564,4,3
30600,1971,3,3
30601,2304,5,3
30602,2890,5,1
30603,2856,2,3
30604,1132,2,1
30605,1448,3,1
30606,1263,3,1
30607,2830,3,1
30608,1110,2,1
30609,2578,5,1
30610,1849,5,3
30611,2261,4,3
30612,2914,2,3
30613,2480,3,1
30614,1900,5,1
30615,1758,4,1
30616,2539,5,1
30617,2899,4,2
30618,1860,3,2
30619,1896,3,3
30620,1861,5,3
30621,2847,2,1
30622,2196,5,1
30623,1192,2,3
30624,1514,5,3
30625,1789,2,3
30626,1967,3,1
30627,2591,4,3
30628,2809,2,1
30629,2432,3,2
30630,2711,4,1
30631,2651,3,3
30632,1083,3,2
30633,2694,3,3
30634,1797,2,2
30635,1079,3,1
30636,2601,3,3
30637,2232,3,3
30638,1521,2,3
30639,2222,5,2
30640,2594,3,1
30641,1233,5,3
30642,2842,3,2
30643,1243,2,2
30644,2914,5,3
30645,2416,3,1
30646,2589,5,2
30647,2469,4,2
30648,1848,5,3
30649,1392,3,3
30650,1008,5,3
30651,1612,3,3
30652,2943,5,2
30653,1806,5,2
30654,1714,2,2
30655,2927,2,2
30656,2176,5,2
30657,1109,2,3
30658,1833,2,2
30659,1265,4,1
30660,2396,3,3
30661,2175,3,3
30662,1975,4,3
30663,2618,5,1
30664,1954,2,2
30665,2438,3,2
30666,1906,4,3
30667,2669,3,1
30668,2349,5,3
30669,1671,4,2
30670,2574,5,3
30671,1175,5,1
30672,1524,4,2
30673,2338,3,3
30674,2090,2,1
30675,1951,2,1
30676,2783,4,1
30677,2576,2,1
30678,2207,5,2
30679,2058,3,1
30680,2957,4,3
30681,1504,5,1
30682,1848,5,2
30683,1962,3,2
30684,2825,3,3
30685,2099,2,3
30686,1471,3,3
30687,2605,4,3
30688,2769,4,1
30689,1522,3,1
30690,1879,3,1
30691,2306,5,3
30692,2839,4,3
30693,2559,2,3
30694,1273,5,1
30695,2562,5,1
30696,1053,2,3
30697,2078,2,3
30698,1887,3,1
30699,1744,3,3
30700,1276,5,1
30701,2466,4,1
30702,1882,4,3
30703,2441,5,3
30704,1631,4,3
30705,2248,4,2
30706,1569,2,2
30707,2278,3,3
30708,1175,3,2
30709,1565,5,1
30710,2169,2,1
30711,1770,4,1
30712,2687,5,1
30713,2408,5,1
30714,1261,4,1
30715,1530,3,1
30716,2877,4,1
30717,2394,5,2
30718,2706,3,2
30719,1890,5,3
30720,2927,2,1
30721,2220,3,1
30722,1947,5,1
30723,1584,5,2
30724,1814,2,3
30725,2620,4,2
30726,2307,3,1
30727,1301,5,2
30728,2155,5,2
30729,2143,5,2
30730,2751,5,2
30731,2159,4,1
30732,1627,4,1
30733,1572,4,2
30734,1528,3,1
30735,1033,4,2
30736,1531,3,3
30737,2231,4,3
30738,2993,5,1
30739,2697,2,1
30740,2322,3,1
30741,2545,2,2
30742,2117,2,3
30743,2437,5,3
30744,1370,5,1
30745,1408,3,3
30746,2406,3,1
30747,2464,3,1
30748,2901,4,3
30749,2470,4,3
30750,2642,2,2
30751,1616,3,1
30752,1070,2,2
30753,2966,4,2
30754,1083,2,3
30755,1208,2,3
30756,1258,3,3
30757,2262,3,2
30758,2325,2,3
30759,2255,4,3
30760,1931,2,1
30761,1281,4,3
30762,1393,2,1
30763,1417,2,2
30764,2229,3,1
30765,2287,2,3
30766,2334,4,1
30767,1858,2,3
30768,2929,2,2
30769,2720,4,1
30770,1625,2,3
30771,2102,2,3
30772,2892,2,1
30773,2365,2,1
30774,2836,4,2
30775,1561,5,3
30776,1831,4,3
30777,2118,4,1
30778,2793,5,1
30779,1940,4,2
30780,2374,2,1
30781,1061,4,1
30782,2165,2,2
30783,2865,3,1
30784,1733,2,3
30785,2891,2,3
30786,2134,4,2
30787,2639,4,2
30788,2550,4,2
30789,1781,3,1
30790,2694,5,1
30791,2180,2,3
30792,1538,5,2
30793,1596,5,2
30794,1008,3,2
30795,1275,2,3
30796,1226,2,2
30797,1185,3,3
30798,1590,3,2
30799,2239,2,3
30800,1432,3,3
30801,1568,4,1
30802,1655,2,3
30803,1355,5,2
30804,1842,4,2
30805,1391,5,3
30806,1578,3,3
30807,2298,5,1
30808,2517,4,3
30809,2640,3,1
30810,2474,4,2
30811,1419,3,1
30812,2723,2,3
30813,1163,5,2
30814,1778,5,3
30815,2586,2,3
30816,1637,2,2
30817,2615,5,1
30818,2206,2,1
30819,2333,3,1
30820,1016,5,1
30821,1445,4,1
30822,1169,2,1
30823,2303,3,2
30824,2936,5,3
30825,2839,5,2
30826,1339,3,3
30827,1725,2,2
30828,2733,5,3
30829,2542,2,3
30830,2933,3,2
30831,2034,4,1
30832,2547,3,3
30833,2645,2,2
30834,1132,5,3
30835,1900,2,1
30836,1639,2,3
30837,2171,4,1
30838,2589,5,3
30839,1822,4,1
30840,1953,4,3
30841,1078,3,1
30842,1345,3,3
30843,1608,5,2
30844,2272,4,3
30845,1638,4,1
30846,2565,2,1
30847,2047,2,3
30848,2494,3,3
30849,2224,4,3
30850,1130,5,1
30851,2657,4,2
30852,1355,3,2
30853,1943,5,2
30854,2862,4,1
30855,1149,2,1
30856,2549,4,2
30857,2327,3,2
30858,2564,3,1
30859,1049,4,1
30860,1463,3,1
30861,2263,2,1
30862,2505,2,1
30863,2929,2,1
30864,1454,4,2
30865,2306,3,1
30866,1334,2,3
30867,2375,5,1
30868,1667,3,1
30869,2672,3,2
30870,1326,5,2
30871,2015,3,1
30872,1335,2,1
30873,1665,3,3
30874,1994,2,2
30875,1080,2,2
30876,1086,2,1
30877,2799,4,1
30878,1257,3,3
30879,1990,5,3
30880,1184,4,3
30881,2715,4,3
30882,1697,4,3
30883,1122,4,1
30884,2912,2,1
30885,2119,2,2
30886,1604,5,2
30887,1514,3,2
30888,1903,5,1
30889,2466,3,2
30890,2537,2,2
30891,2981,3,3
30892,2394,3,3
30893,1304,4,2
30894,2380,5,3
30895,2171,4,2
30896,2308,4,3
30897,1656,4,1
30898,2865,4,1
30899,2896,2,1
30900,2941,5,2
30901,1261,4,2
30902,2597,5,2
30903,1490,4,3
30904,1737,2,2
30905,2054,4,2
30906,1701,3,1
30907,1886,2,2
30908,2291,5,3
30909,1011,3,1
30910,2214,3,1
30911,2423,2,3
30912,2560,5,2
30913,2941,2,1
30914,1090,4,1
30915,1599,2,2
30916,2867,2,3
30917,2524,4,2
30918,2809,4,3
30919,1300,5,2
30920,2134,2,1
30921,1079,4,2
30922,1835,5,2
30923,1651,5,1
30924,1432,4,1
30925,1416,4,3
30926,2237,5,3
30927,2470,3,2
30928,1017,4,2
30929,2077,3,1
30930,2903,5,1
30931,2632,2,2
30932,2818,3,2
30933,1745,3,2
30934,1239,3,3
30935,1845,3,2
30936,2944,3,1
30937,1417,3,2
30938,1855,2,1
30939,2509,2,1
30940,2467,2,3
30941,2589,3,1
30942,1598,5,3
30943,2796,4,2
30944,2771,3,1
30945,2146,2,2
30946,1419,5,2
30947,2589,5,1
30948,1215,3,2
30949,2443,2,1
30950,1708,4,1
30951,1550,4,2
30952,1965,2,1
30953,2900,2,3
30954,2251,5,3
30955,2260,3,2
30956,2667,3,1
30957,2353,3,2
30958,1832,4,2
30959,2492,4,1
30960,1679,4,2
30961,1486,3,1
30962,2572,2,1
30963,2602,2,2
30964,1622,3,3
30965,2438,3,3
30966,1218,2,3
30967,1720,2,1
30968,1380,4,2
30969,1086,5,1
30970,2484,5,2
30971,1814,3,1
30972,1410,5,2
30973,1690,5,3
30974,2939,5,3
30975,2012,4,3
30976,1524,4,3
30977,1446,2,2
30978,1299,3,2
30979,1407,5,3
30980,2660,2,2
30981,1374,4,1
30982,1232,5,2
30983,2786,3,2
30984,2922,5,1
30985,1637,4,3
30986,2770,5,1
30987,1649,5,3
30988,1960,5,1
30989,2072,5,3
30990,2915,4,1
30991,1185,2,2
30992,2228,5,1
30993,1077,3,1
30994,2504,5,3
30995,2409,3,3
30996,1193,3,2
30997,2126,5,1
30998,2640,5,2
30999,2399,3,3
31000,1286,4,1
31001,2859,2,2
31002,2505,3,2
31003,2746,4,3
31004,1249,2,1
31005,2828,2,3
31006,2224,2,3
31007,1535,5,1
31008,2484,5,1
31009,1299,3,3
31010,2501,5,3
31011,2106,4,1
31012,1808,2,2
31013,1457,2,2
31014,1690,2,1
31015,2321,5,1
31016,2387,5,1
31017,1717,5,2
31018,1039,4,1
31019,2839,5,3
31020,2648,5,1
31021,2363,5,1
31022,2539,4,3
31023,1107,5,1
31024,2339,3,3
31025,2137,5,2
31026,2190,3,2
31027,1260,4,1
31028,2641,3,2
31029,2247,4,1
31030,2285,5,1
31031,2274,5,3
31032,1525,3,3
31033,1709,5,1
31034,1125,3,2
31035,2229,4,1
31036,2163,5,2
31037,2085,5,3
31038,2306,5,2
31039,1053,2,1
31040,1345,2,2
31041,2547,3,2
31042,1135,2,1
31043,1329,5,3
31044,2167,2,1
31045,2459,3,3
31046,2305,2,2
31047,1135,4,3
31048,2512,4,2
31049,1812,2,3
31050,2756,4,1
31051,1851,4,2
31052,2744,2,1
31053,2938,4,1
31054,2424,3,3
31055,1870,3,1
31056,1891,5,3
31057,2472,3,3
31058,1634,5,2
31059,2651,5,1
31060,1668,2,1
31061,2293,4,1
31062,2040,2,1
31063,1268,5,3
31064,1860,2,3
31065,1481,4,1
31066,2242,4,3
31067,2342,4,3
31068,2261,5,1
31069,2568,2,3
31070,1284,2,1
31071,2060,5,2
31072,1102,5,3
31073,2746,3,2
31074,2453,2,2
31075,1791,4,2
31076,2677,2,3
31077,1238,3,1
31078,1740,4,1
31079,1644,3,2
31080,2148,5,2
31081,2588,5,2
31082,2623,2,2
31083,2633,5,3
31084,1881,5,3
31085,1606,2,2
31086,2949,3,3
31087,1187,3,2
31088,1887,4,1
31089,2279,4,2
31090,2608,3,3
31091,1986,5,1
31092,1923,4,3
31093,2897,3,3
31094,1793,5,3
31095,1529,5,1
31096,1675,3,2
31097,1391,2,1
31098,2681,3,1
31099,2491,5,3
31100,2849,4,1
31101,2276,5,1
31102,1671,5,3
31103,1860,3,2
31104,2584,5,1
31105,2199,2,3
31106,1465,4,2
31107,1838,3,2
31108,2600,2,2
31109,1987,4,2
31110,2312,2,1
31111,2073,5,1
31112,1003,5,3
31113,2654,2,1
31114,1851,4,1
31115,2908,2,1
31116,2523,2,2
31117,2699,2,1
31118,2246,4,3
31119,2893,2,1
31120,2691,5,2
31121,2922,3,3
31122,2285,5,2
31123,2708,5,1
31124,1534,2,3
31125,1902,3,2
31126,2399,2,2
31127,2084,3,2
31128,2379,5,1
31129,2856,4,1
31130,1645,2,3
31131,1023,5,2
31132,2316,3,2
31133,1556,5,3
31134,1690,5,2
31135,1355,5,1
31136,1869,4,1
31137,1940,2,3
31138,1574,2,2
31139,1028,2,1
31140,1356,4,1
31141,1364,4,2
31142,1607,3,3
31143,1408,2,1
31144,2289,3,1
31145,2314,5,2
31146,1566,3,3
31147,2176,3,1
31148,1218,5,2
31149,1172,5,1
31150,1607,3,1
31151,2658,3,1
31152,2035,2,1
31153,2539,4,3
31154,2385,5,3
31155,1857,3,2
31156,2602,4,1
31157,1656,3,3
31158,1968,2,3
31159,2500,3,2
31160,2600,5,2
31161,2105,3,2
31162,2640,3,3
31163,2716,5,1
31164,2363,2,2
31165,1440,5,3
31166,1616,3,2
31167,1225,2,1
31168,1370,5,2
31169,1027,4,3
31170,2007,4,3
31171,1994,4,2
31172,1015,5,2
31173,2300,2,1
31174,1332,5,2
31175,1482,3,2
31176,2833,5,1
31177,1565,4,1
31178,2311,4,1
31179,1113,3,1
31180,1037,5,3
31181,1453,4,2
31182,2905,5,3
31183,1741,4,2
31184,1165,3,3
31185,1693,2,3
31186,2979,2,2
31187,1204,4,3
31188,1877,4,1
31189,1244,5,3
31190,2894,2,3
31191,2356,5,2
31192,1942,4,3
31193,2419,2,3
31194,1820,5,3
31195,1506,4,3
31196,2952,5,3
31197,1923,5,2
31198,2144,4,1
31199,2282,5,1
31200,2745,5,2
31201,1409,2,3
31202,1309,5,3
31203,2831,3,2
31204,2729,4,1
31205,1067,5,3
31206,1113,4,2
31207,1219,3,3
31208,1219,4,1
31209,2496,3,3
31210,1729,3,1
31211,1748,2,3
31212,1942,3,2
31213,1385,2,1
31214,2321,5,3
31215,1929,2,1
31216,2629,2,2
31217,2276,5,3
31218,1404,4,2
31219,1491,4,1
31220,1356,5,3
31221,2451,3,2
31222,1214,2,1
31223,2403,4,3
31224,2793,4,2
31225,2882,3,1
31226,1751,4,3
31227,1826,4,2
31228,2237,4,3
31229,2121,5,3
31230,1527,4,2
31231,1915,4,3
31232,1665,5,2
31233,2551,4,3
31234,1709,3,1
31235,2643,2,2
31236,1534,5,2
31237,1553,5,1
31238,2572,4,2
31239,1327,2,3
31240,1901,3,2
31241,2188,3,3
31242,2139,2,3
31243,1149,2,2
31244,2541,3,2
31245,2055,4,2
31246,1656,2,1
31247,1805,2,2
31248,2936,4,2
31249,1292,5,3
31250,1918,2,2
31251,1688,4,1
31252,1956,3,3
31253,2200,5,3
31254,2084,2,2
31255,2612,4,3
31256,1415,5,3
31257,2406,4,2
31258,1597,3,2
31259,2726,2,1
31260,1006,4,1
31261,1917,2,2
31262,1084,4,3
31263,1773,2,1
31264,1956,2,1
31265,2421,5,2
31266,2935,4,3
31267,2794,4,1
31268,2416,2,2
31269,2070,2,2
31270,2364,5,3
31271,2521,3,2
31272,1605,4,2
31273,2501,2,2
31274,1425,5,1
31275,1425,2,3
31276,1735,4,2
31277,1790,5,2
31278,1514,5,3
31279,2152,2,1
31280,2858,2,3
31281,2272,3,1
31282,1740,3,2
31283,2862,4,3
31284,1130,4,1
31285,2763,5,3
31286,2712,4,2
31287,1322,3,1
31288,1822,3,2
31289,2923,3,3
31290,1542,2,2
31291,1065,3,3
31292,1717,3,3
31293,2124,4,2
31294,2855,3,1
31295,1030,3,3
31296,1884,2,3
31297,1190,3,1
31298,2601,4,1
31299,1414,2,1
31300,2838,5,2
31301,1746,3,1
31302,2813,3,3
31303,2737,3,3
31304,2523,5,2
31305,2885,2,2
31306,2760,2,3
31307,2618,3,3
31308,2069,5,3
31309,2112,4,2
31310,2721,5,3
31311,1374,3,3
31312,2724,5,2
31313,2269,2,3
31314,1557,2,3
31315,2280,2,1
31316,2375,4,3
31317,2944,5,1
31318,2596,3,2
31319,2128,3,2
31320,2360,2,1
31321,2549,3,3
31322,2324,4,1
31323,2100,5,2
31324,2534,4,3
31325,2253,5,3
31326,2702,5,2
31327,1577,5,1
31328,1031,3,1
31329,2631,3,2
31330,1057,3,3
31331,2127,3,2
31332,1311,3,3
31333,2669,3,1
31334,2752,2,1
31335,2090,2,1
31336,1689,2,1
31337,2397,4,2
31338,2782,4,1
31339,2829,4,2
31340,1234,5,2
31341,1642,5,2
31342,2135,4,3
31343,2412,2,1
31344,2431,3,3
31345,2077,3,3
31346,1801,3,2
31347,1238,5,1
31348,2775,4,2
31349,2318,2,1
31350,1111,3,3
31351,2111,4,3
31352,2763,4,2
31353,1475,5,1
31354,1303,5,2
31355,2328,5,2
31356,1289,5,3
31357,1207,4,2
31358,1867,5,2
31359,2926,3,1
31360,2809,2,1
31361,1581,5,1
31362,1369,3,2
31363,1219,2,1
31364,2254,5,2
31365,1801,5,1
31366,1818,2,1
31367,2896,3,1
31368,1348,3,2
31369,1254,4,3
31370,1451,4,3
31371,1141,5,2
31372,2092,3,2
31373,1088,3,3
31374,1870,5,2
31375,2159,2,1
31376,2678,2,3
31377,2874,4,2
31378,2722,5,2
31379,1522,2,3
31380,1659,5,2
31381,1950,3,3
31382,2827,2,2
31383,2873,2,2
31384,1909,2,3
31385,1441,3,3
31386,1037,4,1
31387,2880,5,2
31388,2231,2,2
31389,1209,3,3
31390,1512,2,1
31391,2383,5,3
31392,2600,5,2
31393,2024,2,3
31394,2778,3,2
31395,1980,2,2
31396,1380,3,3
31397,1827,4,2
31398,2560,2,2
31399,1858,3,1
31400,1393,2,1
31401,2073,5,2
31402,1395,5,2
31403,2883,2,2
31404,2776,2,1
31405,1031,3,2
31406,1544,3,1
31407,1711,5,1
31408,2257,3,2
31409,2049,5,1
31410,2577,4,2
31411,2457,2,3
31412,2084,3,3
31413,1552,5,3
31414,2464,5,3
31415,2153,2,2
31416,2890,2,3
31417,2377,2,2
31418,1197,3,2
31419,1798,4,2
31420,2686,4,2
31421,2739,4,2
31422,1693,4,1
31423,2394,5,3
31424,2947,3,1
31425,2742,4,1
31426,1146,4,3
31427,2739,3,2
31428,1497,3,2
31429,1047,2,3
31430,1769,2,3
31431,1650,4,3
31432,2195,5,1
31433,1612,2,1
31434,1698,3,3
31435,2919,2,3
31436,2338,2,3
31437,1375,3,3
31438,1805,4,1
31439,1920,2,3
31440,1874,2,3
31441,2556,4,3
31442,1809,2,3
31443,2443,5,2
31444,1904,4,2
31445,2419,5,3
31446,2545,3,1
31447,2210,5,2
31448,2005,3,1
31449,2668,4,2
31450,1032,3,2
31451,1068,3,3
31452,1591,3,3
31453,2214,3,3
31454,1100,5,1
31455,2508,3,1
31456,2308,3,1
31457,1913,2,3
31458,1732,2,2
31459,1389,2,2
31460,2588,3,2
31461,1159,2,3
31462,1891,5,2
31463,2577,4,2
31464,2070,4,1
31465,2182,4,1
31466,2469,2,3
31467,1695,3,2
31468,1757,4,3
31469,1522,5,1
31470,2689,2,2
31471,1731,2,2
31472,1154,5,1
31473,1338,3,2
31474,2976,3,3
31475,2388,5,2
31476,1794,5,1
31477,2722,2,1
31478,2597,5,3
31479,2171,3,3
31480,1898,3,1
31481,2167,3,3
31482,1102,3,1
31483,1811,3,3
31484,1092,2,1
31485,1974,5,3
31486,2309,5,3
31487,2447,4,3
31488,1118,2,3
31489,2984,2,2
31490,1028,2,1
31491,2012,2,1
31492,2534,2,2
31493,2053,3,3
31494,1871,4,3
31495,2389,3,1
31496,1799,4,1
31497,2161,2,1
31498,1474,2,2
31499,1562,5,1
31500,2415,2,2
31501,1434,2,2
31502,1803,2,1
31503,2257,2,1
31504,1054,2,1
31505,1930,4,3
31506,2315,5,3
31507,1751,2,3
31508,1311,2,1
31509,2571,2,2
31510,2112,4,2
31511,2235,4,3
31512,1956,5,2
31513,1317,2,3
31514,2900,5,2
31515,1756,3,1
31516,1464,4,1
31517,2110,2,2
31518,2432,4,3
31519,2263,5,1
31520,2855,3,2
31521,1699,2,3
31522,2080,4,2
31523,2136,3,3
31524,1734,5,2
31525,2093,5,2
31526,1738,4,1
31527,1767,4,3
31528,2715,2,1
31529,2207,5,1
31530,2726,2,1
31531,2987,4,2
31532,1743,3,2
31533,1275,2,1
31534,1232,5,3
31535,1053,4,2
31536,1256,4,1
31537,1089,2,2
31538,2761,2,1
31539,2782,4,2
31540,2929,2,1
31541,2686,4,3
31542,2458,5,3
31543,2648,3,3
31544,1407,2,3
31545,2292,5,3
31546,2692,5,1
31547,2977,2,2
31548,1365,5,1
31549,2882,4,3
31550,1350,2,1
31551,2322,3,1
31552,2929,4,1
31553,2182,5,1
31554,1486,5,3
31555,1841,3,1
31556,1983,3,1
31557,2760,5,1
31558,2549,3,3
31559,2378,3,1
31560,1620,5,2
31561,1929,4,3
31562,1400,2,3
31563,2428,5,1
31564,2119,3,3
31565,2730,3,2
31566,1569,4,2
31567,1974,5,2
31568,1391,5,3
31569,1351,3,3
31570,1805,5,2
31571,2689,3,3
31572,1575,3,3
31573,2693,3,3
31574,1776,2,3
31575,1632,3,3
31576,2311,4,1
31577,1522,5,3
31578,1725,2,1
31579,1161,5,1
31580,2640,4,2
31581,2937,2,3
31582,1658,5,3
31583,2205,2,1
31584,1849,3,1
31585,2572,3,2
31586,1081,5,1
31587,1523,4,1
31588,1003,2,3
31589,1494,2,3
31590,2578,5,1
31591,2946,3,2
31592,2074,2,2
31593,2284,3,3
31594,2157,3,2
31595,2996,4,1
31596,2622,3,3
31597,2385,3,3
31598,1567,2,1
31599,2240,4,3
31600,1877,4,3
31601,2091,5,2
31602,2011,5,3
31603,2014,5,2
31604,1863,4,2
31605,2579,3,3
31606,2166,4,3
31607,2369,3,1
31608,2577,5,3
31609,2674,5,3
31610,2608,3,3
31611,1778,3,3
31612,2217,5,1
31613,2004,3,3
31614,2690,4,3
31615,2269,5,3
31616,1313,4,2
31617,1729,5,1
31618,2991,2,2
31619,1383,4,3
31620,2788,2,3
31621,2812,5,1
31622,1276,4,2
31623,2095,4,2
31624,2152,4,3
31625,2381,3,2
31626,1697,4,2
31627,2548,4,3
31628,2864,2,3
31629,2243,4,2
31630,2029,3,3
31631,1750,4,1
31632,1982,2,3
31633,1623,4,2
31634,1227,4,2
31635,2977,2,3
31636,1016,5,1
31637,2608,4,3
31638,1011,5,1
31639,2621,2,1
31640,2522,2,1
31641,1691,5,1
31642,2657,3,1
31643,2739,3,1
31644,2525,2,2
31645,1069,3,1
31646,1107,3,1
31647,1200,2,2
31648,2075,4,1
31649,2572,4,2
31650,1628,4,1
31651,2282,3,2
31652,2505,5,3
31653,2287,3,2
31654,1905,4,3
31655,1302,2,2
31656,1936,2,3
31657,1575,2,3
31658,2577,3,2
31659,1554,5,1
31660,1124,4,3
31661,2928,2,2
31662,2293,4,3
31663,1858,4,2
31664,1744,3,3
31665,1479,2,2
31666,1131,3,1
31667,2025,4,3
31668,1114,4,1
31669,1480,4,2
31670,1980,2,1
31671,2024,2,1
31672,1330,2,2
31673,2600,4,2
31674,1941,4,1
31675,1954,5,2
31676,2994,2,2
31677,2660,4,2
31678,1767,4,1
31679,1390,5,3
31680,1833,5,1
31681,1142,4,3
31682,1327,2,3
31683,2781,3,3
31684,1627,3,3
31685,1376,3,1
31686,2838,2,1
31687,1089,4,1
31688,1807,3,3
31689,2020,3,1
31690,2065,2,1
31691,2970,4,3
31692,2058,4,3
31693,2011,2,2
31694,2517,3,2
31695,1552,4,1
31696,2876,4,1
31697,1123,3,1
31698,1056,2,1
31699,1805,3,3
31700,2479,5,3
31701,1234,4,2
31702,1607,2,3
31703,1391,3,3
31704,2515,3,1
31705,1969,2,2
31706,2854,4,3
31707,2366,2,3
31708,2667,5,2
31709,2199,2,1
31710,1051,5,1
31711,2573,4,1
31712,2501,3,3
31713,1488,5,3
31714,2878,5,2
31715,1004,2,3
31716,2748,2,1
31717,1631,3,1
31718,2861,4,3
31719,2904,5,3
31720,2232,3,1
31721,1216,5,3
31722,1535,3,3
31723,2365,2,2
31724,2740,2,2
31725,2424,4,3
31726,2485,2,1
31727,1737,3,1
31728,1729,5,3
31729,2234,3,3
31730,2049,4,2
31731,2275,2,1
31732,1002,2,1
31733,2025,5,2
31734,2627,4,1
